property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,new sathi apartments,sector 54,1.59,2250.0,7066.0,Built Up area: 2250 (209.03 sq.m.),3,3,3+,3.0,North,Moderately Old,,2250.0,,1,0,0,0,0,1,127
house,vipul tatvam villa,sector 48,7.8,3370.0,23148.0,Plot area 360(301.01 sq.m.),4,4,3+,2.0,North-East,Relatively New,,3240.0,,1,1,1,1,0,1,145
house,rk excelo,sector 12,0.6,50.0,120000.0,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),5,3,2,3.0,North,Moderately Old,,30.0,15.0,0,0,0,0,1,2,0
flat,conscient elevate,sector 59,6.75,3395.0,19882.0,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),4,4,2,10.0,,New Property,3395.0,,1855.0,0,1,0,0,0,2,31
flat,emaar gurgaon greens,sector 102,1.39,1650.0,8424.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,West,Relatively New,1650.0,,,0,1,0,0,0,1,21
flat,emaar mgf emerald floors premier,sector 65,2.8,1650.0,16969.0,Super Built up area 1650(153.29 sq.m.),3,3,2,3.0,East,Relatively New,1650.0,,,0,1,0,0,0,2,105
flat,signature global synera,sector 81,0.4,633.0,6319.0,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2,2,1,12.0,South,Relatively New,633.0,,539.0,0,0,0,0,0,2,23
flat,breeze global heights,sector 33,0.4,623.0,6421.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2,2,2,4.0,,Undefined,,623.0,599.0,0,0,0,0,0,2,0
flat,bestech park view grand spa,sector 81,4.2,4200.0,10000.0,Super Built up area 4200(390.19 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,25.0,South,Relatively New,4200.0,,2900.0,0,1,0,0,0,1,90
flat,dlf the skycourt,sector 86,1.54,1670.0,9221.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,3,3+,15.0,North-West,Relatively New,1929.0,1780.0,1670.0,0,1,0,0,0,2,174
flat,bptp terra,sector 37d,1.65,2191.0,7530.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4,3,3+,6.0,West,Relatively New,2191.0,2091.0,1991.0,0,0,0,0,0,1,149
house,international city by sobha phase 2,sector 109,6.5,5400.0,12037.0,Plot area 5400(501.68 sq.m.),4,4,3+,1.0,North-East,New Property,,5400.0,,0,1,0,0,0,1,160
flat,antriksh heights,sector 84,0.6,1200.0,5000.0,Super Built up area 1200(111.48 sq.m.),2,2,2,14.0,North,Relatively New,1200.0,,,0,0,0,0,0,2,52
flat,ansal housing highland park,sector 103,2.0,2670.0,7490.0,Super Built up area 2670(248.05 sq.m.),4,5,3+,14.0,,New Property,2670.0,,,0,1,0,0,0,2,45
flat,housing board colony,sector 51,0.3,410.0,7317.0,Super Built up area 510(47.38 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,2,0.0,South,Old Property,510.0,,410.0,0,0,0,0,0,2,0
flat,orchid petals,sector 49,1.9,1805.0,10526.0,Carpet area: 1805 (167.69 sq.m.),3,3,3,9.0,North-West,Moderately Old,,,1805.0,0,1,0,0,0,1,95
flat,antriksh heights,sector 84,0.49,1125.0,4355.0,Super Built up area 1125(104.52 sq.m.),2,2,2,16.0,East,Relatively New,1125.0,,,0,0,0,0,0,2,66
flat,emaar palm gardens,sector 83,1.55,1720.0,9011.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3,3,3,4.0,West,Relatively New,1720.0,1400.0,1095.0,0,1,0,0,0,1,174
house,independent,sector 24,3.5,1080.0,32407.0,Plot area 120(100.34 sq.m.),5,4,3,3.0,North-West,Old Property,,1080.0,,0,0,0,0,0,2,15
flat,pioneer araya,sector 62,8.35,4279.0,19513.0,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,East,Relatively New,4279.0,,,0,1,0,1,0,2,153
flat,ramsons kshitij,sector 95,0.22,340.0,6470.0,Super Built up area 340(31.59 sq.m.),1,1,1,2.0,,New Property,340.0,,,0,0,0,0,0,2,0
house,dlf city plots phase 4,sector 28,9.54,3240.0,29444.0,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,New Property,,3240.0,,1,1,1,1,0,2,153
flat,sare homes,sector 92,0.68,1298.0,5238.0,Carpet area: 1298 (120.59 sq.m.),3,3,2,11.0,North-West,Relatively New,,,1298.0,0,0,0,1,0,2,100
flat,ss the leaf,sector 85,1.25,1741.0,7179.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,South-East,Relatively New,1741.0,1730.0,1720.0,0,0,0,0,0,2,49
flat,breez global hill view,sohna road,0.35,554.0,6315.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,14.0,West,New Property,,,554.1255719999999,0,0,0,0,0,2,53
flat,emaar palm gardens,sector 83,1.8,1900.0,9473.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),3,4,3,4.0,West,Relatively New,1900.0,,1244.33,1,1,1,1,0,1,174
house,shivpuri,sector 7,2.8,2250.0,12444.0,Plot area 2250(209.03 sq.m.),10,7,3,1.0,not available,Old Property,,2250.0,,1,1,0,1,1,1,0
flat,sare crescent parc,sector 92,1.44,2037.0,7068.0,Carpet area: 2040 (189.52 sq.m.),4,4,3,8.0,,Relatively New,,,2040.0,0,0,0,0,0,2,37
flat,ats kocoon,sector 109,1.7,1320.0,12878.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,22.0,East,Relatively New,1745.0,1550.0,1320.0,0,0,0,0,0,2,103
flat,ambience creacions,sector 22,4.78,3090.0,15469.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3,7.0,West,Relatively New,3090.0,2500.0,2250.0,0,1,0,0,1,0,111
house,independent,sector 28,9.0,3240.0,27778.0,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately Old,,3240.0,,1,1,1,1,0,2,67
house,independent,sector 38,3.5,1440.0,24306.0,Carpet area: 160 (133.78 sq.m.),3,3,2,1.0,East,Relatively New,,,160.0,0,0,0,0,0,2,0
house,independent,sector 109,1.55,2360.0,6567.0,Built Up area: 2360 (219.25 sq.m.),3,2,,1.0,not available,Undefined,,2360.0,,0,0,0,0,0,2,0
flat,m3m the marina,sector 68,1.45,1508.0,9615.0,Super Built up area 1508(140.1 sq.m.),3,2,3+,9.0,,New Property,1508.0,,,0,0,0,0,0,2,0
flat,laxmi apartment sector 99a gurgaon,sector 99a,0.3,650.0,4615.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,4.0,,New Property,650.0,,550.0,0,0,0,0,0,2,44
house,bptp visionnaire,sector 70a,4.6,2610.0,17624.0,Plot area 290(242.48 sq.m.),4,4,3+,3.0,North,Moderately Old,,2610.0,,1,1,1,1,0,2,96
flat,supertech araville,sector 79,0.71,1286.0,5522.0,Built Up area: 1295 (120.31 sq.m.),2,2,0,9.0,,Under Construction,,1295.0,,0,0,0,0,0,2,0
flat,m3m ikonic,sector 68,1.78,1950.0,9128.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,27.0,South,Relatively New,1950.0,1845.0,1530.0,0,0,0,0,0,1,126
flat,supertech araville,sector 79,0.71,1171.0,6061.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17.0,North,New Property,1295.0,,1250.0,0,0,0,0,1,2,53
flat,emaar mgf the palm drive,sector 66,3.5,2125.0,16470.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 2125 sq.ft. (197.42 sq.m.),3,4,3,6.0,North,Relatively New,2200.0,2150.0,2125.0,0,1,0,0,0,2,68
house,cloudnine cottages,sohna road road,5.5,1000.0,55000.0,Plot area 1000(92.9 sq.m.),3,3,,1.0,not available,Moderately Old,,1000.0,,0,0,0,0,0,2,0
flat,ireo victory valley,sector 67,4.75,3410.0,13929.0,Super Built up area 3410(316.8 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 3100 sq.ft. (288 sq.m.),4,4,3+,0.0,West,Relatively New,3410.0,3200.0,3100.0,1,1,1,1,0,1,165
flat,rof ananda,sector 95,0.38,549.0,6919.0,Carpet area: 549.17 (51.02 sq.m.),2,2,1,4.0,,New Property,,,549.174178,0,0,0,0,0,2,0
flat,bptp terra,sector 37d,1.4,1811.0,7730.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,5.0,South-East,Relatively New,1811.0,1711.0,1611.0,0,0,0,0,0,1,149
house,independent,sector 47,4.3,1467.0,29311.0,Plot area 163(136.29 sq.m.),6,4,2,2.0,not available,Moderately Old,,1467.0,,0,0,0,0,1,2,0
flat,vatika inxt floors,sector 82a,1.25,1500.0,8333.0,Carpet area: 1500 (139.35 sq.m.),3,2,3,2.0,North,Relatively New,,,1500.0,1,0,0,1,0,1,94
flat,puri emerald bay,sector 104,2.45,2450.0,10000.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,3+,14.0,South,Relatively New,2450.0,,1840.0,0,1,0,0,0,1,56
flat,supertech hues,sector 68,1.0,1180.0,8474.0,Carpet area: 1180 (109.63 sq.m.),2,2,2,12.0,,New Property,,,1180.0,0,0,0,0,0,2,54
flat,vatika lifestyle homes,sector 83,1.05,1400.0,7500.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,2,1.0,South-West,Moderately Old,1755.0,1600.0,1400.0,0,0,0,0,0,1,106
flat,signature global solera,sector 107,0.5,650.0,7692.0,Super Built up area 546(50.73 sq.m.),2,2,1,11.0,,Relatively New,546.0,,,0,0,0,0,0,2,55
flat,m3m sierra 68,sector 68,1.2,1333.0,9000.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,3,1.0,North,Relatively New,1250.0,,750.0,0,0,0,0,0,0,76
flat,vatika the seven lamps,sector 82,0.78,1315.0,5932.0,Super Built up area 1298(120.59 sq.m.),2,2,2,0.0,North-West,Relatively New,1298.0,,,0,0,0,0,0,1,103
flat,green court,sector 90,0.47,690.0,6811.0,Carpet area: 690 (64.1 sq.m.),2,2,1,0.0,East,New Property,,,690.0,0,0,0,0,0,2,49
flat,godrej icon,sector 88a,1.62,1617.0,10018.0,Super Built up area 1617(150.22 sq.m.),3,2,3+,10.0,East,Relatively New,1617.0,,,1,0,0,0,0,0,49
flat,m3m skycity,sector 65,3.0,1828.0,16411.0,Super Built up area 1828(169.83 sq.m.),3,3,3,17.0,East,Under Construction,1828.0,,,0,0,0,0,0,2,99
flat,ats triumph,sector 104,1.85,2290.0,8078.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,14.0,East,Relatively New,2290.0,,,1,1,1,1,0,2,117
flat,signature global superbia,sector 95,0.4,595.0,6728.0,Carpet area: 594.52 (55.23 sq.m.),2,2,3,2.0,,Undefined,,,594.490197,0,0,0,0,0,2,0
flat,m3m golfestate,sector 65,6.1,3363.0,18138.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately Old,3363.0,,2710.0,1,1,0,0,0,1,174
flat,kashish manor one,sector 111,1.65,2325.0,7097.0,Super Built up area 2325(216 sq.m.),3,4,3+,14.0,,Under Construction,2325.0,,,0,1,0,0,1,2,8
house,independent,sector 14,3.4,2250.0,15111.0,Plot area 250(209.03 sq.m.),3,3,3,1.0,North-West,Old Property,,2250.0,,0,0,0,0,0,2,32
flat,ss the leaf,sector 85,1.1,882.0,12471.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2,2,3,12.0,North,Relatively New,1640.0,1173.0,882.0,1,0,0,0,0,2,75
flat,lotus homz,sector 111,0.5,337.0,14838.0,Carpet area: 336.96 (31.3 sq.m.),1,1,1,2.0,,Relatively New,,,336.91007,0,0,0,0,0,0,72
flat,central park resort belgravia residences,sector 48,6.25,2572.0,24300.0,Carpet area: 2880 (267.56 sq.m.),3,5,3+,5.0,South-East,Moderately Old,,,2880.0,0,1,0,0,0,1,49
flat,umang monsoon breeze,sector 78,0.75,1239.0,6053.0,Built Up area: 1239 (115.11 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,1,5.0,East,Undefined,,1239.0,1100.0,0,0,0,0,0,2,0
flat,smart world gems,sector 89,0.97,1103.0,8794.0,Built Up area: 1103 (102.47 sq.m.),2,2,3+,2.0,East,New Property,,1103.0,,0,0,0,0,0,2,49
flat,ats triumph,sector 104,1.85,2290.0,8078.0,Super Built up area 2290(212.75 sq.m.),3,3,3+,24.0,East,Relatively New,2290.0,,,0,1,0,0,0,2,174
house,dlf city plots,sector 26,20.0,4518.0,44265.0,Plot area 502(419.74 sq.m.),16,20,3+,4.0,North-East,New Property,,4518.0,,1,1,1,1,0,1,153
flat,puri diplomatic greens,sector 111,3.45,2950.0,11694.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,10.0,North,Relatively New,2950.0,,,0,1,0,0,0,2,101
flat,suncity vatsal valley,gwal pahari,1.53,1430.0,10699.0,Carpet area: 1430 (132.85 sq.m.),3,3,3,2.0,North-East,New Property,,,1430.0,0,0,0,0,0,1,117
flat,jmd gardens,sector 33,3.25,4328.0,7510.0,Carpet area: 4328 (402.08 sq.m.),4,4,3+,17.0,South-East,Old Property,,,4328.0,0,1,0,0,0,1,130
flat,antriksh heights,sector 84,0.92,1825.0,5041.0,Super Built up area 1825(169.55 sq.m.),3,3,3,2.0,East,Relatively New,1825.0,,,1,0,0,1,0,2,67
flat,rof ananda,sector 95,0.55,1000.0,5500.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3,2,2,14.0,East,New Property,1000.0,,745.0,1,0,0,0,0,0,30
flat,emaar palm gardens,sector 83,1.35,1095.0,12325.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,7.0,South-West,Relatively New,1720.0,,1095.3,0,1,0,0,0,2,24
house,dlf city plots phase 2,sector 25,7.5,2367.0,31686.0,Plot area 215(179.77 sq.m.),9,9,3+,4.0,West,Relatively New,,2300.5,,1,1,0,1,0,1,160
flat,orris carnation residency,sector 85,0.9,1400.0,6428.0,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,,Relatively New,1485.0,1402.0,1400.0,0,0,0,0,0,2,120
house,unitech espace,sector 50,9.8,3240.0,30247.0,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4,4,3,2.0,North-West,Moderately Old,,300.0,280.0,0,1,0,0,0,2,22
flat,paras dews,sector 106,0.87,940.0,9255.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2,2,3+,1.0,North-East,New Property,1385.0,1120.0,940.0,0,0,0,0,0,2,174
flat,indiabulls centrum park,sector 103,2.36,2570.0,9182.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2570 sq.ft. (238.76 sq.m.),4,6,3+,8.0,East,Relatively New,2875.0,,2570.0,0,1,0,0,0,1,159
house,independent,sector 26,15.0,4518.0,33200.0,Plot area 502(419.74 sq.m.),5,6,3+,3.0,North,Moderately Old,,4518.0,,1,1,1,1,0,1,78
flat,ramprastha city,dwarka expressway,1.3,1440.0,9027.0,Super Built up area 1440(133.78 sq.m.),3,3,2,3.0,,Under Construction,1440.0,,,0,0,0,0,0,2,0
flat,ireo victory valley,sector 67,2.95,2411.0,12235.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1906 sq.ft. (177.07 sq.m.),3,3,3,10.0,North-West,Relatively New,2411.0,,1906.0,0,1,0,0,0,1,174
flat,shapoorji pallonji joyville gurugram,sector 102,2.04,1450.0,14068.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,1.0,South,Relatively New,1852.0,,1450.0,0,0,0,0,0,2,72
flat,shree vardhman mantra,sector 67,0.56,800.0,7000.0,Carpet area: 800 (74.32 sq.m.),2,2,1,8.0,,New Property,,,800.0,0,0,0,0,0,2,65
house,independent,sector 26,9.0,2700.0,33333.0,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Old Property,,2700.0,,1,1,1,1,0,0,110
flat,shree vardhman victoria,sector 70,1.55,1950.0,7948.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,6.0,South-East,Relatively New,1950.0,,1161.0,1,1,0,1,1,2,49
flat,m3m latitude,sector 65,4.6,1717.0,26790.0,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,New Property,,,1717.0,1,1,1,1,0,2,115
flat,experion the heartsong,sector 108,0.87,734.0,11845.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South-West,Relatively New,1283.0,978.23,734.43,0,1,0,0,0,1,123
house,independent,sector 3 phase 2,1.0,900.0,11111.0,Plot area 900(83.61 sq.m.),3,4,2,2.0,not available,Relatively New,,900.0,,0,0,0,0,0,2,0
flat,satya the hermitage,sector 103,0.89,1450.0,6137.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),2,3,3,1.0,,Relatively New,1450.0,,1081.0,0,1,0,0,0,1,75
house,independent,sector 7,8.0,3600.0,22222.0,Plot area 400(334.45 sq.m.),4,5,3+,1.0,North-East,Old Property,,3600.0,,1,1,0,1,0,2,31
flat,tulip violet,sector 69,1.76,1850.0,9513.0,Super Built up area 1850(171.87 sq.m.),3,4,2,0.0,South-West,Relatively New,1850.0,,,0,0,0,0,0,2,157
house,sector 57 huda,sector 57,3.8,1458.0,26063.0,Plot area 162(135.45 sq.m.)Built Up area: 162 sq.yards (135.45 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),8,8,3+,4.0,East,Relatively New,,162.0,160.0,0,0,1,1,0,1,94
flat,dlf carlton estate,sector 43,2.0,1407.0,14214.0,Super Built up area 1407(130.71 sq.m.),3,3,2,5.0,South-West,Moderately Old,1407.0,,,0,0,0,0,0,2,65
flat,signature global the millennia,sector 37d,0.6,650.0,9230.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596.12 sq.ft. (55.38 sq.m.),2,2,3,7.0,,New Property,650.0,,596.12,0,0,0,0,0,2,35
flat,shree vardhman victoria,sector 70,1.1,1300.0,8461.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2,2,2,0.0,West,New Property,1300.0,,788.0,1,0,0,0,0,2,49
flat,mapsko casa bella,sector 82,1.75,2535.0,6903.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1.0,West,Undefined,,2535.0,1960.0,0,0,0,0,0,2,54
flat,ansal heights 86,sector 86,1.3,2786.0,4666.0,Super Built up area 2786(258.83 sq.m.),4,6,2,11.0,East,New Property,2786.0,,,0,1,0,0,1,2,86
flat,ramprastha city,dwarka expressway,1.3,1400.0,9285.0,Super Built up area 1400(130.06 sq.m.),3,3,2,3.0,,Under Construction,1400.0,,,0,0,0,0,0,2,0
flat,orchid petals,sector 49,4.79,4119.0,11628.0,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,South,Relatively New,4115.0,,,1,1,0,1,0,2,49
flat,umang winter hills,sector 77,0.75,1342.0,5588.0,Super Built up area 1342(124.68 sq.m.)Built Up area: 1180 sq.ft. (109.63 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,2,7.0,North-East,Relatively New,1342.0,1180.0,1050.0,0,0,0,0,0,1,174
flat,tulip violet,sector 69,1.85,2010.0,9203.0,Super Built up area 2010(186.74 sq.m.),4,4,2,14.0,North-East,Relatively New,2010.0,,,0,0,0,0,0,1,157
flat,vatika inxt floors,sector 82a,0.75,1000.0,7500.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,1.0,,Undefined,,1000.0,650.0,0,0,0,0,0,2,0
flat,emaar mgf emerald floors premier,sector 65,2.8,1650.0,16969.0,Carpet area: 1650 (153.29 sq.m.),3,3,3+,3.0,,Relatively New,,,1650.0,1,1,0,0,0,1,38
house,vatika india next,sector 82,6.5,3240.0,20062.0,Built Up area: 360 (301.01 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,3,,2.0,not available,Undefined,,360.0,300.0,0,0,0,0,0,2,0
house,independent,sector 3,0.8,981.0,8155.0,Plot area 109(91.14 sq.m.),5,4,1,2.0,not available,Moderately Old,,981.0,,0,0,0,0,0,2,0
flat,ireo skyon,sector 60,3.05,2385.0,12788.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,Relatively New,2385.0,2300.0,2200.0,0,1,0,0,0,1,165
flat,godrej summit,sector 104,1.1,1269.0,8669.0,Super Built up area 1269(117.89 sq.m.),2,2,3,16.0,East,Under Construction,1269.0,,,0,0,0,0,1,2,88
flat,capital residences 360,sector 70a,1.18,1450.0,8137.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,7.0,East,New Property,1450.0,1400.0,1000.0,0,0,0,1,0,2,140
house,ashok vihar phase iii extension,sector 3 phase 3 extension,0.4,450.0,8889.0,Plot area 50(41.81 sq.m.),7,4,3+,4.0,not available,New Property,,450.0,,0,0,0,1,0,2,7
flat,hcbs sports ville,sohna road,0.3,748.0,4011.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 621 sq.ft. (57.69 sq.m.),2,2,2,3.0,,Undefined,,743.0,621.0,0,0,0,0,0,2,0
flat,ats kocoon,sector 109,2.2,2095.0,10501.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,13.0,West,Relatively New,2095.0,1860.0,,0,1,0,0,0,2,165
house,anamika enclave,sector 12,6.0,4140.0,14492.0,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9,9,3+,3.0,North-West,Old Property,,9000.0,,0,0,0,0,0,2,9
flat,ambience creacions,sector 22,2.55,1860.0,13709.0,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,5.0,North-East,Relatively New,1860.0,1600.0,1400.0,0,0,0,0,0,0,49
flat,ompee k s residency,sector 110,1.6,594.0,26936.0,Carpet area: 66 (55.18 sq.m.),2,2,2,1.0,,Relatively New,,,66.0,0,0,0,0,0,2,0
flat,shree vardhman victoria,sector 70,1.6,1950.0,8205.0,Carpet area: 1950 (181.16 sq.m.),3,5,3,6.0,West,Relatively New,,,1950.0,0,1,0,0,0,2,174
flat,paras dews,sector 106,1.14,1900.0,6000.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,8.0,South,Relatively New,1900.0,1305.0,1173.0,1,1,0,0,0,2,49
house,floor wise designer kothi,sector 25,13.0,2700.0,48148.0,Plot area 300(250.84 sq.m.),12,16,3+,4.0,North-East,New Property,,2700.0,,1,1,1,1,0,1,144
flat,nbcc heights,sector 89,0.75,1140.0,6578.0,Super Built up area 1140(105.91 sq.m.),2,2,2,6.0,,Moderately Old,1140.0,,,0,0,0,0,0,2,0
flat,tulip violet,sector 69,1.4,1568.0,8928.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,North,Relatively New,1568.0,,,0,0,0,0,0,2,157
flat,palam vihar society,sector 2,3.35,4500.0,7444.0,Carpet area: 4500 (418.06 sq.m.),4,4,3+,2.0,,New Property,,,4500.0,1,0,0,0,0,2,66
flat,umang winter hills,sector 77,1.4,2208.0,6340.0,Built Up area: 1735 (161.19 sq.m.),3,3,3,10.0,North-East,Undefined,,1735.0,,0,0,0,0,0,2,28
flat,dlf the skycourt,sector 86,1.55,1930.0,8031.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,5.0,South,Relatively New,1930.0,1900.0,1720.0,0,0,0,0,0,2,49
flat,ashiana anmol,sohna road,0.88,791.0,11125.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),2,2,2,13.0,East,Relatively New,1275.0,,791.0,0,0,0,0,0,0,127
flat,experion windchants,sector 112,5.6,4857.0,11529.0,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4,6,3+,15.0,North-East,Moderately Old,4857.0,3662.34,,0,1,0,0,0,1,157
house,ss aaron ville,sector 49,6.75,3420.0,19737.0,Plot area 380(317.73 sq.m.),5,4,2,2.0,North,Old Property,,3420.0,,1,1,1,0,0,2,78
flat,ansal height 86,sector 86,0.8,1360.0,5882.0,Built Up area: 1360 (126.35 sq.m.),2,2,0,1.0,,Undefined,,1360.0,,0,0,0,0,0,2,0
flat,lord krishna,sector 12,2.7,3150.0,8571.0,Built Up area: 3150 (292.64 sq.m.),4,3,3,6.0,North-East,Undefined,,3150.0,,0,0,0,0,0,2,0
flat,assotech blith,sector 99,1.15,1744.0,6593.0,Super Built up area 1365(126.81 sq.m.),2,2,2,2.0,,New Property,1365.0,,,0,0,0,0,1,1,72
flat,smart world orchard,sector 61,1.6,1150.0,13913.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,2,16
flat,m3m woodshire,sector 107,1.3,1202.0,10815.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),3,3,3,7.0,,Relatively New,1943.0,,1202.0,0,0,0,1,0,2,89
